Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Callout	Add		Adarna House																																			Instant Delivery			
Callout	Add		Adarna House																																			4.8 Star Rating			
Callout	Add		Adarna House																																			HD & Ultra HD Quality			
Callout	Add		Adarna House																																			Secure Payment			
Sitelink	Add		Adarna House												https://adarna.com.ph/?ref=cpntfyhf#1																	Colorful picture books							Create new	Picture Books	For young readers
Sitelink	Add		Adarna House												https://adarna.com.ph/?ref=cpntfyhf#2																	Filipino storybooks							Create new	Storybooks	Award-winning stories
Sitelink	Add		Adarna House												https://adarna.com.ph/?ref=cpntfyhf#3																	Books for every age							Create new	Shop By Age	Find the right book
Sitelink	Add		Adarna House												https://adarna.com.ph/?ref=cpntfyhf#4																	Latest book releases							Create new	New Releases	Fresh stories
Campaign	Add	Enabled	Nicpro	Search	Google search; Search partners	154553	Manual CPC		United States; United Kingdom; Canada; Germany; France; Spain; Italy; Netherlands; Australia; Sweden	No																															
Ad Group	Add		Nicpro								Ad group 1		154.55																												
Keyword	Add		Nicpro								Ad group 1	nicpro		Exact																											
Keyword	Add		Nicpro								Ad group 1	nicpro art supplies		Exact																											
Keyword	Add		Nicpro								Ad group 1	nicpro pencils		Exact																											
Ad	Add		Nicpro								Ad group 1				https://nicpro.com/?ref=bkenpxjc	{Keyword:Nicpro}	Art Supplies & Tools	Mechanical Pencil Sets	Drawing & Sketching Gear	Professional Art Kits	Affordable Art Supplies	Nicpro Official Store	Watercolor & Acrylic	Quality Artist Materials	Sketchbooks & Pads	Shop Art Sets	Perfect For Students	Precision Drawing Tools	Creative Supplies	Shop Nicpro Now	Nicpro offers quality art supplies. Mechanical pencils, drawing kits, and more.	Shop Nicpro for professional art tools at affordable prices. Perfect for students.	Nicpro official store. Sketching, drawing, and painting supplies for artists.	Creative art supplies from Nicpro. Quality pencils, pads, and art sets online.			Responsive search ad				
Callout	Add		Nicpro																																			Instant Delivery			
Callout	Add		Nicpro																																			4.8 Star Rating			
Callout	Add		Nicpro																																			HD & Ultra HD Quality			
Callout	Add		Nicpro																																			Secure Payment			
Sitelink	Add		Nicpro												https://nicpro.com/?ref=bkenpxjc#1																	Precision drawing pencils							Create new	Mechanical Pencils	Professional quality
Sitelink	Add		Nicpro												https://nicpro.com/?ref=bkenpxjc#2																	Complete drawing art sets							Create new	Art Kits	Everything included
Sitelink	Add		Nicpro												https://nicpro.com/?ref=bkenpxjc#3																	Watercolor and acrylic							Create new	Painting Supplies	Quality art materials
Sitelink	Add		Nicpro												https://nicpro.com/?ref=bkenpxjc#4																	Most popular art supplies							Create new	Best Sellers	Top rated by artists
Campaign	Add	Enabled	Drone-Clone Xperts	Search	Google search; Search partners	154553	Manual CPC		United States	No																															
Ad Group	Add		Drone-Clone Xperts								Ad group 1		309.11																												
Keyword	Add		Drone-Clone Xperts								Ad group 1	drone clone xperts		Exact																											
Keyword	Add		Drone-Clone Xperts								Ad group 1	droneclonexperts		Exact																											
Keyword	Add		Drone-Clone Xperts								Ad group 1	drone clone		Exact																											
Ad	Add		Drone-Clone Xperts								Ad group 1				https://droneclonexperts.com/?ref=nconxroh	{Keyword:Drone Clone}	Affordable Camera Drones	4K HD Camera Drones	Drones For Beginners	Foldable Travel Drones	GPS Drones With Camera	Drone Clone Official	Easy To Fly Drones	FPV Racing Drones	Long Battery Life	Drone Accessories	Kids & Adult Drones	Obstacle Avoidance	Shop Drones On Sale	Fly Your Drone Today	Drone Clone Xperts offers affordable 4K camera drones. Easy to fly for beginners.	Shop Drone Clone for GPS drones with HD cameras. Foldable and travel ready.	Drone Clone Xperts official store. FPV racing and camera drones on sale.	Fly your drone today. Long battery life, obstacle avoidance, GPS features.			Responsive search ad				
Callout	Add		Drone-Clone Xperts																																			Instant Delivery			
Callout	Add		Drone-Clone Xperts																																			4.8 Star Rating			
Callout	Add		Drone-Clone Xperts																																			HD & Ultra HD Quality			
Callout	Add		Drone-Clone Xperts																																			Secure Payment			
Sitelink	Add		Drone-Clone Xperts												https://droneclonexperts.com/?ref=nconxroh#1																	4K HD camera drones							Create new	Camera Drones	Stunning aerial footage
Sitelink	Add		Drone-Clone Xperts												https://droneclonexperts.com/?ref=nconxroh#2																	Easy to fly drones							Create new	Beginner Drones	Perfect for new pilots
Sitelink	Add		Drone-Clone Xperts												https://droneclonexperts.com/?ref=nconxroh#3																	FPV racing drones							Create new	FPV Drones	Immersive flying
Sitelink	Add		Drone-Clone Xperts												https://droneclonexperts.com/?ref=nconxroh#4																	Batteries and parts							Create new	Accessories	Keep flying longer
